angle,speed,speedY,speedZ,trackPos,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,rpm,gear,steer,accel,brake
-0.126087,81.3773,-21.229,-11.3944,-0.557303,11.4673,12.2873,13.4139,14.7705,16.1753,17.3167,18.32,19.1297,19.6968,19.9884,20.2858,20.8994,21.8661,23.2413,25.1105,28.0197,31.7929,5.28167,4.33611,7707.64,5,-1.0,0.996755540370941,1.3090410675431485e-07
-0.106919,82.5379,-19.5442,-11.5454,-0.568066,11.5492,12.344,13.443,14.7686,16.1487,17.2716,18.2631,19.0635,19.6242,19.9134,20.2088,20.8182,21.7788,23.1482,25.0137,27.9272,31.7209,5.05778,4.12979,7560.13,5,-1.0,0.5864023566246033,1.207511559186969e-06
-0.0817183,83.7975,-17.3655,-11.6941,-0.578601,11.6383,12.4181,13.4978,14.8057,16.1717,17.2871,18.2743,19.0712,19.6313,19.9207,20.2162,20.8259,21.787,23.1621,25.0376,27.9765,31.816,4.81604,3.91971,7042.47,5,-0.8378037571907043,0.0876794308423996,2.379667275818065e-05
-0.0506919,85.1076,-14.4101,-11.8404,-0.588826,11.7332,12.5053,13.5737,14.8777,16.2402,17.3592,18.3492,19.1502,19.7149,20.0065,20.3044,20.9187,21.8888,23.2803,25.1809,28.1671,32.0793,4.56982,3.71808,6213.1,5,-0.3190468043088913,0.0017836769809946417,0.0007022726349532604
-0.0147565,86.1011,-10.4072,-11.8583,-0.598334,11.8268,12.5958,13.6632,14.9726,16.3444,17.4745,18.4749,19.2878,19.8607,20.1565,20.4586,21.0822,22.0703,23.4869,25.4278,28.4827,32.4957,4.34421,3.53859,5735.63,5,0.37790608406066895,2.5395545526407657e-05,0.02791080176830292
0.0230872,86.4331,-6.87892,-12.0557,-0.607087,11.9024,12.6701,13.7439,15.0624,16.4517,17.5964,18.6141,19.4417,20.0246,20.3257,20.6338,21.2712,22.2809,23.7297,25.7185,28.8561,32.9882,4.17077,3.39843,6373.85,4,0.7666811227798462,1.3380586096900514e-05,0.18171365261077882
0.0585572,86.5152,-4.24092,-12.4166,-0.616053,11.9428,12.7087,13.787,15.1132,16.5173,17.676,18.7097,19.55,20.143,20.4501,20.7643,21.4143,22.4435,23.925,25.9605,29.1798,33.4283,4.06743,3.30797,6369.01,4,1.0,4.8636949941283085e-06,0.2794975280761719
0.0891439,86.4112,-2.10934,-12.9027,-0.625562,11.9373,12.6993,13.7741,15.1024,16.5121,17.6809,18.7245,19.5738,20.1751,20.4865,20.8051,21.4641,22.5093,24.0168,26.0916,29.3803,33.7314,4.04736,3.27559,6229.65,4,1.0,3.325578802559903e-07,0.3579578399658203
0.0653502,86.1824,-0.377398,-13.4608,-0.633446,11.8888,12.6419,13.7056,15.0289,16.4362,17.6081,18.6551,19.5103,20.1161,20.4299,20.7511,21.4155,22.4725,23.9977,26.1025,29.4461,33.883,4.11583,3.29779,6093.76,4,1.0,1.2565312772494508e-06,0.3327166557312012
0.0367233,85.894,0.965513,-14.0514,-0.637481,11.8016,12.5401,13.5869,14.8964,16.2938,17.4614,18.5065,19.3627,19.9696,20.284,20.6058,21.273,22.3359,23.8713,25.9958,29.3795,33.8838,4.28744,3.37632,6027.97,4,0.8393536984920502,8.573949253332101e-06,0.2899490833282471
0.00218314,85.1548,2.10251,-14.4607,-0.637545,11.6698,12.3864,13.4082,14.6922,16.0688,17.2221,18.2575,19.1075,19.7105,20.0232,20.3434,21.0084,22.069,23.6037,25.7324,29.134,33.6775,4.60503,3.52987,5933.21,4,0.3836776614189148,0.0003461521060671657,0.18822766542434693
-0.038729,84.3805,3.06597,-14.8828,-0.633274,11.4908,12.1779,13.165,14.4105,15.7529,16.8809,17.8968,18.7325,19.3261,19.6341,19.95,20.6066,21.655,23.1756,25.2906,28.6823,33.2306,5.15942,3.78908,7269.36,3,-0.19915152490139007,0.0025078803300857544,0.11338317394256592
-0.0848768,83.5509,3.30655,-15.0205,-0.624616,11.2617,11.9105,12.8505,14.0424,15.3342,16.4234,17.4075,18.2188,18.7961,19.0959,19.4036,20.0438,21.0681,22.5572,24.6351,27.9807,32.489,6.29644,4.19833,7260.0,3,-0.9019448161125183,0.0006894826772622764,0.029427364468574524
-0.116584,82.7051,2.66815,-14.7356,-0.613028,11.0575,11.6769,12.581,13.7325,14.987,16.0479,17.0097,17.804,18.37,18.6643,18.9665,19.5961,20.6047,22.0744,24.1313,27.4554,31.9542,37.8712,4.66632,6738.93,3,-1.0,0.0012472505099140106,0.008096395432949067
-0.130426,81.5764,3.07115,-14.452,-0.599666,10.9288,11.5408,12.438,13.5839,14.8377,15.9001,16.8664,17.6651,18.2347,18.5313,18.8363,19.4719,20.4907,21.9781,24.0636,27.4435,32.0298,38.2481,5.00795,6690.82,3,-1.0,0.0011319057666696608,0.0038789018988609316
-0.123022,80.7986,4.46168,-14.144,-0.585128,10.8908,11.5228,12.4472,13.6317,14.9292,16.032,17.0363,17.8664,18.4599,18.7693,19.0874,19.75,20.8119,22.3664,24.5461,28.0829,32.9078,39.9547,5.0765,6734.42,3,-1.0,0.0030044975224882363,0.008685261756181718
-0.103543,80.0814,6.43957,-13.6351,-0.570059,10.9138,11.5814,12.5554,13.8076,15.179,16.3485,17.4125,18.2945,18.9254,19.2542,19.592,20.2954,21.4257,23.0787,25.3989,29.1608,34.4764,7.95616,4.99248,6746.79,3,-1.0,0.0002074284682748839,0.022581958770751955
-0.0830415,79.4228,8.62172,-13.2591,-0.554568,10.951,11.6567,12.6879,14.0133,15.4691,16.7107,17.843,18.7822,19.4534,19.8032,20.1631,20.9137,22.1184,23.8808,26.3536,30.3622,36.4457,7.12128,4.91284,6682.76,3,-0.839866590499878,0.00013378676667343825,0.02729969620704651
