angle,speed,speedY,speedZ,trackPos,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,rpm,gear,steer,accel,brake
0.0798923,62.5705,0.0593223,-1.22982,-0.550592,23.5782,51.392,39.6621,30.7214,23.4676,18.8924,15.7337,13.6944,12.4946,11.9415,11.4185,10.4595,9.22132,7.89066,6.6309,5.39521,4.46286,3.84204,3.4618,7211.6,2,1.0,0.00043796436511911446,0.23726463317871094
0.0680478,61.9871,0.00837468,-1.24444,-0.554874,21.3517,52.4087,40.5352,31.4394,24.093,19.422,16.1745,14.0667,12.823,12.2487,11.7053,10.7079,9.4192,8.03478,6.72644,5.44765,4.48733,3.85037,3.46112,6924.82,2,1.0,0.0008521713316440582,0.20562679767608644
0.0563875,61.2148,-0.110035,-1.26551,-0.558531,20.1124,53.3642,41.484,32.1577,24.7263,19.9649,16.6314,14.4562,13.1682,12.5727,12.0087,10.9723,9.63145,8.19104,6.83184,5.50769,4.5178,3.86381,3.46505,6850.59,2,1.0,0.003072481323033571,0.11156686544418336
0.0449184,60.4963,-0.167906,-1.28202,-0.561581,19.1995,54.2682,42.5183,32.8767,25.3677,20.5213,17.1047,14.8632,13.5312,12.9142,12.3293,11.2531,9.85885,8.36014,6.94766,5.5757,4.55448,3.88247,3.47367,6851.42,2,0.9419448137283325,0.015008710138499736,0.04534559547901154
0.0329696,59.9347,-0.144716,-1.29058,-0.563956,18.4215,55.1743,43.7095,33.6387,26.0565,21.1264,17.626,15.3162,13.9379,13.298,12.6908,11.572,10.1197,8.55665,7.08477,5.65903,4.60231,3.90974,3.48952,6855.9,2,0.7886168718338012,0.060859302431344985,0.018078559637069704
0.0200181,59.5543,-0.0951799,-1.29317,-0.565592,17.7053,56.1158,45.1335,34.4779,26.8252,21.8106,18.2232,15.8402,14.412,13.7471,13.1152,11.9488,10.4311,8.79448,7.25343,5.76458,4.66585,3.94879,3.51494,6873.44,2,0.5908160269260406,0.21603963673114776,0.008071227371692658
0.0063684,59.5284,-0.155021,-1.29544,-0.566497,17.0521,57.0711,46.5965,35.3745,27.6563,22.5593,18.8844,16.4259,14.9454,14.2542,13.5961,12.3783,10.7891,9.07081,7.45173,5.89101,4.74416,3.99897,3.54944,7113.8,2,0.3807048350572586,0.5013082444667816,0.007707231491804124
-0.00644267,59.7237,-0.354719,-1.30121,-0.566757,16.5102,57.9442,47.8767,36.227,28.4541,23.2854,19.5319,17.0047,15.4753,14.7595,14.0766,12.8098,11.1512,9.35275,7.65572,6.02254,4.82697,4.05326,3.58783,7405.92,2,0.15522797852754594,0.6613001823425293,0.011278800666332245
-0.0155529,60.2052,-0.884392,-1.31085,-0.566749,16.1584,58.5634,48.7728,36.8556,29.0343,23.8163,20.0082,17.4327,15.8685,15.135,14.4344,13.1323,11.4229,9.56521,7.81,6.12226,4.89006,4.09491,3.61757,7686.46,2,-0.052255946025252346,0.6215896606445312,0.01882738918066025
-0.0175362,60.8117,-1.42342,-1.32153,-0.566936,16.0837,58.7345,49.0604,37.0331,29.1736,23.941,20.1184,17.5307,15.9578,15.2198,14.515,13.2044,11.4829,9.61131,7.84269,6.1426,4.90234,4.10257,3.62268,7655.1,2,-0.1300387501716614,0.4563380897045135,0.022884444892406465
-0.0115994,61.3458,-1.55601,-1.33126,-0.567494,16.3032,58.4196,48.7065,36.6632,28.8179,23.6081,19.8143,17.2539,15.7011,14.9737,14.2795,12.9904,11.3002,9.46621,7.73521,6.07114,4.85565,4.07051,3.59883,7328.23,2,-0.052398478612303734,0.18868468403816221,0.025665599107742312
-0.00145066,61.5042,-1.12091,-1.33943,-0.568349,16.7078,57.8432,48.0078,36.002,28.2002,23.0354,19.2952,16.784,15.2672,14.5583,13.8828,12.631,10.9949,9.2248,7.55701,5.95293,4.77848,4.01761,3.55958,7136.36,2,0.17107125073671342,0.13547508418560028,0.026101097464561462
0.00772154,61.5133,-0.465691,-1.34738,-0.569257,17.1086,57.323,47.3823,35.4129,27.6454,22.5228,18.8324,16.3666,14.8827,14.1906,13.532,12.3139,10.7258,9.01211,7.3997,5.848,4.70941,3.96989,3.5239,7112.11,2,0.37929849922657016,0.17399443835020065,0.018709956109523775
0.0132611,61.5114,0.162927,-1.35685,-0.569986,17.3679,57.0279,47.0567,35.0709,27.3171,22.2189,18.5579,16.1191,14.6545,13.9724,13.3238,12.1255,10.5658,8.88523,7.30531,5.7844,4.667,3.94019,3.50141,7134.34,2,0.48161675333976744,0.4674562513828277,0.007749789953231812
0.015299,61.7091,0.642134,-1.36627,-0.570433,17.4664,56.9486,47.0188,34.9625,27.2027,22.1106,18.4587,16.0286,14.5706,13.8918,13.2467,12.0553,10.5056,8.83682,7.26877,5.75916,4.64971,3.92778,3.49179,7363.8,2,0.5049206972122192,1.0,0.004632266983389854
0.0140789,62.2295,0.863358,-1.37487,-0.570581,17.4033,57.0713,47.2471,35.0837,27.2896,22.186,18.5234,16.0848,14.6211,13.9395,13.2915,12.095,10.538,8.86121,7.28591,5.76971,4.65594,3.93161,3.49429,8219.5,2,0.4509703695774078,1.0,0.007705582678318024
0.00941789,62.9264,0.747573,-1.38542,-0.570559,17.1782,57.4052,47.745,35.4688,27.5904,22.4563,18.762,16.2963,14.8138,14.1227,13.4653,12.2504,10.668,8.96191,7.35886,5.81699,4.68596,3.95158,3.50865,8952.2,2,0.4001898497343063,1.0,0.019592688977718355
0.0020628,63.6846,0.341009,-1.3996,-0.570454,16.8474,57.8983,48.4352,36.0961,28.0605,22.8822,19.1405,16.6333,15.1221,14.4163,13.7441,12.5004,10.8777,9.12505,7.47724,5.89389,4.73496,3.98424,3.5322,9758.99,2,0.32294949889183044,0.5975797653198242,0.059401053190231326
-0.00667906,64.4294,-0.293595,-1.41801,-0.570379,16.4858,58.4653,49.2023,36.8997,28.6205,23.3922,19.5958,17.0405,15.4951,14.7721,14.0825,12.8044,11.1331,9.32397,7.62143,5.98728,4.7942,4.02351,3.56041,9394.03,2,0.1421755850315094,0.6293139696121215,0.0678558349609375
-0.0141876,65.1359,-1.10272,-1.43966,-0.570463,16.1989,58.9482,49.8517,37.6788,29.1064,23.8358,19.9926,17.3963,15.8214,15.0834,14.379,13.0709,11.3569,9.49824,7.7472,6.06811,4.84495,4.05676,3.58397,9145.08,2,-0.013273864332586528,0.7878430485725403,0.06930438876152038
-0.0170859,65.8299,-1.8582,-1.45935,-0.570927,16.0955,59.1536,50.1497,38.1041,29.3022,24.0114,20.1477,17.5338,15.9465,15.2023,14.4917,13.1714,11.44,9.56151,7.79136,6.09495,4.86054,4.06598,3.58972,9331.4,2,-0.07625822648406029,0.7284754514694214,0.09110862612724305
