angle,speed,speedY,speedZ,trackPos,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,rpm,gear,steer,accel,brake
-0.25728,41.7877,2.72554,0.261654,0.71019,2.0172,2.19225,2.4853,2.93822,3.57081,4.27686,5.13013,6.07913,6.97181,7.54205,8.23263,10.2095,200.0,131.056,69.1946,42.006,29.3648,22.5634,18.7323,6452.37,1,-1.0,1.7500671856396365e-05,3.1018589918829777e-10
-0.27699,41.6979,2.69586,0.282896,0.724116,1.8983,2.05561,2.31848,2.72196,3.27839,3.88868,4.61006,5.39045,6.10181,6.54387,7.06565,8.46786,12.8056,168.52,78.4096,45.1951,30.8393,23.503,19.3988,6432.6,1,-1.0,1.1500826803967356e-05,1.0566937325151572e-10
-0.290186,41.739,1.92339,0.292926,0.738258,1.78764,1.93119,2.17086,2.53708,3.03809,3.58158,4.21529,4.88935,5.49272,5.86205,6.29182,7.41208,10.4582,192.437,86.4738,47.7619,31.9907,24.2239,19.9174,6443.65,1,-1.0,1.161589298135368e-05,2.773061780203534e-11
-0.27604,39.5241,-6.40173,0.291218,0.742945,1.76949,1.91627,2.16148,2.53769,3.05625,3.62442,4.29505,5.01895,5.67694,6.08483,6.56496,7.84724,11.6817,174.144,79.6841,45.6461,31.0608,23.6879,19.5672,6404.75,1,-1.0,0.618636655807495,1.6524379087279328e-11
-0.220128,40.1536,-4.12806,0.28668,0.747907,1.79488,1.96387,2.24776,2.6921,3.3269,4.05742,4.97498,6.04707,7.115,7.83372,8.75103,11.8124,194.486,100.051,59.6816,38.4691,27.7147,21.6554,18.1959,7708.8,1,-1.0,0.2422254204750061,8.076175284088549e-10
-0.179043,40.9095,-2.78752,0.281844,0.752892,1.80867,1.99506,2.31058,2.81377,3.55679,4.45262,5.6518,7.18759,8.92337,10.2684,12.3439,200.0,131.093,76.4806,50.527,34.5664,25.6872,20.3957,17.3381,7133.53,1,-1.0,0.7237102389335632,1.785534564646696e-09
-0.14284,41.5137,-2.33489,0.274601,0.757111,1.82545,2.02895,2.37653,2.94211,3.80709,4.90556,6.49554,8.82179,12.2249,16.9643,200.0,160.311,96.691,63.4171,44.5622,31.7629,24.1227,19.4122,16.662,8246.84,1,-1.0,1.0,1.0065657640723203e-09
-0.105988,42.2972,-1.65083,0.266639,0.760478,1.85326,2.07697,2.46353,3.10799,4.13738,5.53716,7.81787,12.2719,200.0,189.94,159.556,110.974,76.3061,54.0367,39.7976,29.356,22.7049,18.509,16.0344,10593.6,1,-0.6134369730949402,1.0,8.041751016207855e-08
-0.0676451,43.2228,-0.484189,0.26008,0.763232,1.89285,2.14109,2.57644,3.32454,4.58842,6.48309,10.3293,200.0,155.913,128.376,109.134,84.0263,62.5787,46.8424,35.8303,27.2256,21.3937,17.6628,15.4407,12888.4,1,-0.5519935727119446,1.0,6.294946501839149e-08
-0.0322843,44.2614,0.828929,0.291876,0.765806,1.93416,2.2081,2.69649,3.56419,5.12916,7.80562,200.0,158.16,110.15,95.6711,84.5789,68.7116,53.7206,41.7562,32.8422,25.5124,20.3199,16.9627,14.9465,9635.95,2,-0.3694946765899658,1.0,2.6176447136094796e-06
