angle,speed,speedY,speedZ,trackPos,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,rpm,gear,steer,accel,brake
0.385834,97.9695,-0.416251,6.22065,-0.569044,45.861,138.336,46.5124,16.1222,10.3602,8.3108,7.15398,6.45559,6.05569,5.87285,5.70043,5.38404,4.97156,4.51649,4.06559,3.5942,3.21419,2.95103,2.79067,6526.2,5,1.0,1.0403294336803581e-20,0.4252537250518799
0.396038,96.5396,-0.356881,6.23063,-0.60367,46.6974,138.437,44.2995,14.9034,9.52232,7.61967,6.54216,5.89661,5.52851,5.36059,5.20241,4.91266,4.53578,4.12101,3.71102,3.28333,2.93932,2.70173,2.5575,6252.65,5,1.0,3.926864222605009e-21,0.39655704498291017
0.405736,95.1093,-0.317604,6.23704,-0.638571,47.4331,138.691,42.0763,13.6885,8.69216,6.93455,5.93763,5.34509,5.00868,4.85555,4.7115,4.44805,4.10617,3.7309,3.36081,2.9756,2.66645,2.4535,2.32475,6169.67,5,1.0,2.1272435791964288e-21,0.3693978548049927
0.414965,93.7166,-0.285708,6.23614,-0.673685,48.0763,139.088,39.8092,12.4733,7.86797,6.25415,5.33949,4.80032,4.49558,4.35717,4.22714,3.98972,3.68238,3.34586,3.01478,2.67095,2.39563,2.20648,2.09259,6092.32,5,1.0,1.2031116029333434e-21,0.3435393810272217
0.423725,92.3664,-0.253922,6.23027,-0.708986,48.6293,139.638,37.4748,11.2542,7.04836,5.5773,4.74688,4.26157,3.98855,3.86483,3.74875,3.53716,3.26393,2.96553,2.67266,2.3692,2.12675,1.96064,1.861,6017.58,5,1.0,7.109734192037892e-22,0.31839601993560795
0.431977,91.0624,-0.219771,6.21804,-0.744418,49.0853,140.375,35.0665,10.0303,6.23305,4.9037,4.15965,3.72877,3.48753,3.37847,3.27628,3.09035,2.85083,2.58994,2.33451,2.07045,1.85997,1.71615,1.63023,5944.81,5,1.0,4.291971203279867e-22,0.29469866752624513
0.439672,89.8055,-0.182438,6.20034,-0.779935,49.4323,141.352,32.5818,8.80002,5.42146,4.23271,3.57746,3.20167,2.99232,2.89791,2.80957,2.64914,2.44298,2.21903,2.00034,1.77478,1.5954,1.47315,1.40041,6606.35,4,1.0,2.069335847218245e-21,0.1998566031455994
0.446548,88.8713,-0.196472,6.03149,-0.815535,49.6125,142.771,30.1302,7.56673,4.60934,3.56445,3.00041,2.68029,2.50291,2.42313,2.34857,2.21346,2.04028,1.85271,1.67001,1.48205,1.33293,1.23158,1.17149,6600.85,4,1.0,1.3916042137181925e-21,0.186742901802063
0.452108,88.1451,-0.261643,5.81469,-0.851336,49.5206,145.015,27.9646,6.33137,3.78928,2.89701,2.42679,2.16304,2.01775,1.95258,1.8918,1.78186,1.64137,1.48969,1.34238,1.19125,1.07164,0.990566,0.942654,6450.16,4,1.0,7.814474807345578e-22,0.17850861549377442
0.456202,87.4038,-0.325386,5.64631,-0.887262,49.1438,148.227,26.1563,5.07638,2.95238,2.22576,1.85359,1.64761,1.53492,1.48453,1.43762,1.35298,1.24518,1.12919,1.01694,0.902109,0.811485,0.75021,0.714104,6386.53,4,1.0,5.628834518530054e-22,0.17239413261413575
0.458488,86.6622,-0.387955,5.53927,-0.923175,48.4415,152.685,25.1144,3.78211,2.08769,1.54604,1.27814,1.13221,1.053,1.01771,0.984928,0.925945,0.851112,0.770935,0.693626,0.614828,0.552826,0.510994,0.486401,6313.01,4,1.0,4.655355170373848e-22,0.16883100271224977
0.458473,85.9516,-0.476231,5.47969,-0.958957,47.3658,158.788,26.9081,2.36451,1.17449,0.849108,0.695356,0.613229,0.569065,0.549486,0.531342,0.498806,0.45771,0.413898,0.371855,0.32917,0.2957,0.273167,0.259937,6206.02,4,1.0,4.218987508890149e-22,0.1712555527687073
0.455854,85.3639,-0.764796,5.28606,-0.994501,45.9346,166.806,77.3384,0.427447,0.169283,0.118246,0.0956259,0.0838337,0.0775776,0.0748158,0.0722618,0.067709,0.0619888,0.0559273,0.0501461,0.0442982,0.0397339,0.0366669,0.0348663,6059.36,4,1.0,7.600441066541013e-23,0.23382914066314697
0.450506,85.0107,-1.8442,4.58126,-1.03018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5846.28,4,1.0,1.184889036182031e-20,0.036256664991378786
0.443582,84.6383,-3.04277,3.90455,-1.06626,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7211.57,3,1.0,9.483530514431956e-18,0.02459222823381424
0.436518,84.2535,-4.05763,3.36832,-1.10266,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7202.84,3,1.0,8.10078170315016e-17,0.031003382802009583
0.429991,84.005,-5.05326,2.78594,-1.13929,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7364.79,3,1.0,7.015595384259065e-16,0.03904242515563965
0.426951,83.6596,-5.58072,2.43617,-1.17606,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7445.45,3,1.0,1.6440308324571655e-15,0.04334547519683838
0.428477,83.456,-5.90768,1.84886,-1.21301,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7426.96,3,1.0,1.566496803421472e-15,0.045220461487770085
0.427537,83.3388,-6.48695,1.01759,-1.25042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7315.37,3,1.0,1.1491203975135855e-15,0.05251871943473816
0.421677,82.951,-6.86367,0.519229,-1.28782,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7256.7,3,1.0,1.2252030991216297e-15,0.06166181564331055
0.419141,82.325,-6.85181,0.385612,-1.32486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7192.44,3,1.0,1.0423302104687314e-15,0.06222193837165833
0.421043,81.5046,-6.29769,0.519805,-1.36497,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7117.19,3,1.0,5.874306685139528e-16,0.051924395561218264
0.425876,80.5497,-5.25532,0.887419,-1.40419,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7003.06,3,1.0,1.2132263867666767e-16,0.04279369413852692
0.427261,79.409,-4.22449,1.4779,-1.44222,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7156.03,3,1.0,3.187949051521244e-17,0.03535570204257965
0.423843,78.5998,-3.50766,1.93639,-1.47896,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7103.85,3,1.0,9.888509126069243e-18,0.032631066441535954
0.418012,78.0487,-3.15797,2.04122,-1.51461,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7064.29,3,1.0,6.096317971229486e-18,0.03349415957927704
0.412062,77.657,-2.96705,1.94924,-1.54941,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7033.45,3,1.0,4.565043206504791e-18,0.03608638346195221
0.407839,77.2737,-2.59549,2.04649,-1.58347,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7007.88,3,1.0,2.3090340653737003e-18,0.03716896772384644
0.405246,76.7714,-1.9854,2.41897,-1.61661,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6975.88,3,1.0,7.48247988274709e-19,0.03594294190406799
0.401946,76.2513,-1.47821,2.67001,-1.64881,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6925.27,3,1.0,2.8760394712293773e-19,0.035619786381721495
0.396491,75.819,-1.31072,2.51645,-1.68019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6864.36,3,1.0,2.1028795946391386e-19,0.038055458664894105
0.388586,75.4909,-1.54019,1.97368,-1.71101,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6778.11,3,1.0,3.201851490552084e-19,0.043447366356849676
