angle,speed,speedY,speedZ,trackPos,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,rpm,gear,steer,accel,brake
0.153114,62.2672,0.170297,-1.12378,-0.550916,54.7129,44.4239,34.8336,26.2211,19.5453,15.5633,12.9404,11.3021,10.3565,9.92453,9.51804,8.7765,7.82385,6.8006,5.82504,4.85263,4.10362,3.59649,3.28332,6975.64,2,1.0,3.130556933683692e-08,0.32818298339843754
0.145855,61.2726,0.146181,-1.10924,-0.559325,55.304,45.1406,35.255,26.5686,19.7983,15.7399,13.0592,11.3832,10.416,9.97427,9.55881,8.80148,7.82978,6.78847,5.79878,4.81604,4.0619,3.55265,3.2386,6781.23,2,1.0,4.577962329221918e-08,0.3324288368225098
0.138818,60.1976,0.08097,-1.09597,-0.567228,55.8652,45.8982,35.6703,26.9145,20.054,15.921,13.1829,11.4692,10.4801,10.0286,9.60411,8.83076,7.8398,6.78011,5.77598,4.7827,4.02327,3.51182,3.19683,6649.53,2,1.0,8.026425604157338e-08,0.3373494863510132
0.132318,59.0901,0.0272032,-1.08109,-0.574692,56.3764,46.6629,36.0582,27.2386,20.2943,16.0914,13.2989,11.5494,10.5395,10.0786,9.6454,8.85682,7.84752,6.7705,5.75287,4.7499,3.9858,3.47255,3.15687,6521.38,2,1.0,1.4145779232421772e-07,0.3388290643692017
0.126461,57.9631,0.00370014,-1.064,-0.581704,56.8312,47.3536,36.4094,27.5318,20.5114,16.2443,13.4018,11.6192,10.5901,10.1206,9.67935,8.87669,7.85067,6.75794,5.72829,4.71695,3.9491,3.4346,3.11857,6397.55,2,1.0,2.465785399863307e-07,0.3374038219451905
0.121252,56.8266,0.0189667,-1.04431,-0.588285,57.2294,47.9493,36.7204,27.7905,20.7013,16.3764,13.4886,11.6761,10.6298,10.1524,9.70401,8.88871,7.84787,6.74139,5.7015,4.68332,3.9128,3.3977,3.08168,6278.92,2,1.0,4.1767307266127315e-07,0.33476054668426514
0.116735,55.6891,0.0741939,-1.02272,-0.594452,57.5751,48.4601,36.9912,28.014,20.8633,16.4868,13.5586,11.7196,10.6579,10.1737,9.71894,8.89255,7.83883,6.72072,5.67241,4.64899,3.87686,3.36178,3.04613,6163.55,2,1.0,6.42517125015729e-07,0.3296627998352051
0.112852,54.5584,0.165052,-1.0006,-0.600199,57.8743,48.8978,37.225,28.2052,20.9995,16.5771,13.6133,11.7507,10.6757,10.1854,9.7252,8.88921,7.82447,6.69665,5.64163,4.61447,3.84164,3.32711,3.01215,6051.91,2,1.0,9.431984835828188e-07,0.3206161737442017
0.109501,53.4423,0.286056,-0.978302,-0.605556,58.1347,49.276,37.4278,28.3691,21.1141,16.6507,13.6552,11.7718,10.685,10.1896,9.72455,8.88025,7.80604,6.67019,5.60988,4.58017,3.80735,3.2938,2.97974,5945.18,2,1.0,1.3779976598016219e-06,0.30778667926788333
0.106547,52.3567,0.43473,-0.954772,-0.610519,58.3658,49.6106,37.613,28.5139,21.214,16.7135,13.6892,11.7871,10.6897,10.1896,9.72027,8.86862,7.78607,6.6433,5.57865,4.54711,3.77471,3.26233,2.94927,7972.76,1,1.0,0.00043967628153041,0.1696937918663025
0.1037,51.412,0.652698,-0.933063,-0.615082,58.5869,49.9285,37.8065,28.6575,21.3152,16.7789,13.7268,11.8061,10.6984,10.1936,9.72007,8.86104,7.77011,6.62026,5.55107,4.51742,3.74512,3.23366,2.92145,7959.4,1,1.0,0.0009062081575393677,0.13324499130249023
0.0999674,50.6189,0.947535,-0.916437,-0.619167,58.8602,50.3105,38.0806,28.8639,21.4746,16.896,13.8091,11.8642,10.7423,10.2311,9.75165,8.882,7.77832,6.61666,5.53857,4.4988,3.72376,3.21142,2.89902,7707.61,1,1.0,0.001330390607472509,0.10019587278366089
