time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage
0.019809246063232422,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.04010367393493652,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.05938124656677246,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.08051609992980957,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.10095572471618652,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.11926555633544922,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.1402273178100586,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.16035723686218262,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.1805558204650879,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.19976067543029785,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.21880578994750977,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.23907828330993652,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.2595365047454834,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.2803337574005127,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.3008856773376465,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.3194916248321533,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.340254545211792,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.3589894771575928,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.37879419326782227,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.40033459663391113,0.0,0.0588226318359375,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0
0.4193887710571289,0.0,0.2392120361328125,0.0,1,-0.00913045,0.333439,0.00822276,5244.75,0.0
0.4400334358215332,0.0,0.337249755859375,0.0,1,-0.00913045,0.333439,0.00822276,5280.39,0.0
0.4612603187561035,0.0,0.3490142822265625,0.0,1,-0.00913045,0.333439,0.00822276,5331.03,0.0
0.4794638156890869,0.0,0.3725433349609375,0.0,1,-0.00913045,0.333439,0.00822276,5383.94,0.0
0.49924373626708984,0.0,0.4901885986328125,0.0,1,-0.00913045,0.333439,0.00822276,5441.05,0.0
0.5182991027832031,0.0,0.54901123046875,0.0,1,-0.00913045,0.333439,0.00822276,5517.15,0.0
0.5409855842590332,0.0,0.588226318359375,0.0,1,-0.00913045,0.333439,0.00822276,5603.77,0.0
0.5600650310516357,0.0,0.62744140625,0.0,1,-0.00913045,0.333439,0.00822276,5698.16,0.0
